VendorNumber,VendorName,InvoiceDate,PONumber,PODate,PayDate,Quantity,Dollars,Freight,Approval
9744,FREDERICK WILDMAN & SONS   ,11/26/2016,12932,11/6/2016,12/28/2016,1661,"$17,138",78.84,None
90051,FULCHINO VINEYARD INC      ,11/28/2016,13017,11/11/2016,12/25/2016,12,$121,0.59,None
3551,GILMANTON WINERY & VINEYARD,11/25/2016,12933,11/6/2016,12/26/2016,12,$126,0.58,None
3924,HEAVEN HILL DISTILLERIES   ,11/24/2016,12997,11/10/2016,12/27/2016,5412,"$39,852",207.23,None
90053,INCREDIBREW INC            ,11/23/2016,12998,11/10/2016,1/6/2017,83,$734,3.6,None
17032,JEWELL TOWNE VINEYARDS     ,11/21/2016,12969,11/8/2016,12/25/2016,119,$930,4.83,None
12546,JIM BEAM BRANDS COMPANY    ,11/23/2016,12950,11/7/2016,12/24/2016,51285,"$443,523",2395.02,Frank Delahunt
4550,KLIN SPIRITS LLC           ,11/21/2016,12999,11/10/2016,1/8/2017,119,"$1,864",8.39,None
4692,KOBRAND CORPORATION        ,11/22/2016,12951,11/7/2016,12/26/2016,3878,"$64,302",302.22,None
90032,LABELLE VYDS AND WINERY    ,11/22/2016,13000,11/10/2016,1/5/2017,328,"$3,731",16.79,None
4848,LAIRD & CO                 ,11/24/2016,12970,11/8/2016,12/22/2016,982,"$18,938",100.37,None
4950,LATITUDE BEVERAGE COMPANY  ,11/21/2016,13018,11/11/2016,1/2/2017,703,"$4,271",22.21,None
5083,LOYAL DOG WINERY           ,11/26/2016,12952,11/7/2016,12/28/2016,204,"$1,973",8.88,None
8352,LUXCO INC                  ,11/23/2016,12934,11/6/2016,1/4/2017,4232,"$33,577",177.96,None
9552,M S WALKER INC             ,11/24/2016,12953,11/7/2016,1/4/2017,33116,"$277,543",1387.71,Frank Delahunt
10000,MAJESTIC FINE WINES        ,11/28/2016,12954,11/7/2016,1/3/2017,10083,"$78,909",410.33,None
5270,MANGO BOTTLING INC         ,11/21/2016,12971,11/8/2016,12/24/2016,641,"$4,562",20.53,None
5455,MARSALLE COMPANY           ,11/25/2016,13001,11/10/2016,12/27/2016,106,"$2,798",14.83,None
4425,MARTIGNETTI COMPANIES,11/24/2016,12935,11/6/2016,1/4/2017,61986,"$624,195",3245.82,Frank Delahunt
5992,MCCORMICK DISTILLING CO    ,11/23/2016,13002,11/10/2016,12/27/2016,515,"$5,275",24.79,None
6213,MHW LTD                    ,11/24/2016,13003,11/10/2016,12/30/2016,5808,"$37,139",200.55,None
8112,MOET HENNESSY USA INC      ,11/25/2016,13004,11/10/2016,12/30/2016,10923,"$273,732",1396.03,Frank Delahunt
6215,MOONLIGHT MEADERY          ,11/28/2016,12955,11/7/2016,12/22/2016,70,$634,2.85,None
6355,NICHE W & S                ,11/25/2016,13019,11/11/2016,12/23/2016,139,"$2,295",12.4,None
6359,OLE SMOKY DISTILLERY LLC   ,11/26/2016,13005,11/10/2016,1/1/2017,4391,"$9,737",52.58,None
6785,PALM BAY INTERNATIONAL INC ,11/24/2016,13020,11/11/2016,12/23/2016,7815,"$54,930",258.17,None
6830,PARK STREET IMPORTS LLC    ,11/27/2016,12985,11/9/2016,1/8/2017,54,$836,4.27,None
10754,PERFECTA WINES             ,11/27/2016,13021,11/11/2016,12/29/2016,9042,"$116,854",642.7,None
17035,PERNOD RICARD USA          ,11/21/2016,12986,11/9/2016,1/1/2017,32659,"$546,051",2730.26,Frank Delahunt
9206,PHILLIPS PRODUCTS CO.      ,11/26/2016,12936,11/6/2016,12/30/2016,563,"$6,404",29.46,None
7153,PINE STATE TRADING CO      ,11/21/2016,12956,11/7/2016,12/23/2016,6715,"$60,751",279.45,None
90027,POVERTY LANE ORCHARDS      ,11/21/2016,13006,11/10/2016,12/28/2016,48,$374,1.76,None
7154,PREMIER DISTRIBUTORS       ,11/22/2016,12937,11/6/2016,1/8/2017,152,"$1,952",9.76,None
7240,"PREMIUM PORT WINES, INC.   ",11/21/2016,13007,11/10/2016,1/2/2017,144,"$1,078",5.28,None
7245,PROXIMO SPIRITS INC.       ,11/27/2016,12972,11/8/2016,1/4/2017,11317,"$126,133",668.51,None
7255,PSP WINES ,11/23/2016,12957,11/7/2016,1/2/2017,396,"$2,922",16.07,None
7239,REMY COINTREAU USA INC     ,11/25/2016,12958,11/7/2016,12/30/2016,2991,"$72,506",348.03,None
10050,Russian Standard Vodka     ,11/26/2016,13008,11/10/2016,12/25/2016,96,"$1,350",7.15,None
8004,SAZERAC CO INC             ,11/25/2016,12973,11/8/2016,12/30/2016,27897,"$215,467",1098.88,None
660,SAZERAC NORTH AMERICA INC. ,11/24/2016,13009,11/10/2016,1/6/2017,9638,"$66,936",327.98,None
17033,SEA BREEZE CELLARS LLC     ,11/21/2016,12959,11/7/2016,12/25/2016,30,"$1,307",6.67,None
8150,SEA HAGG DISTILLERY LLC    ,11/27/2016,13022,11/11/2016,12/23/2016,426,"$5,157",27.33,None
98450,Serralles Usa LLC          ,11/28/2016,12938,11/6/2016,1/8/2017,161,"$2,211",10.17,None
8320,SHAW ROSS INT L IMP LTD    ,11/27/2016,13010,11/10/2016,12/23/2016,1287,"$11,224",58.36,None
3089,SIDNEY FRANK IMPORTING CO  ,11/27/2016,12939,11/6/2016,1/1/2017,2819,"$28,205",138.2,None
28750,SMOKY QUARTZ DISTILLERY LLC,11/28/2016,12987,11/9/2016,1/2/2017,93,"$2,049",9.84,None
2000,SOUTHERN GLAZERS W&S OF NE ,11/26/2016,12960,11/7/2016,12/23/2016,72,"$8,380",45.25,None
2000,SOUTHERN WINE & SPIRITS NE ,11/28/2016,12988,11/9/2016,1/4/2017,6842,"$65,970",329.85,None
99166,STARK BREWING COMPANY      ,11/25/2016,12989,11/9/2016,12/22/2016,48,"$1,028",5.24,None
653,STATE WINE & SPIRITS   ,11/26/2016,12961,11/7/2016,12/27/2016,1844,"$18,193",87.33,None
8673,STE MICHELLE WINE ESTATES  ,11/26/2016,12940,11/6/2016,12/22/2016,9792,"$72,575",370.13,None
12331,STELLAR IMPORTING CO LLC   ,11/25/2016,12941,11/6/2016,1/4/2017,36,$239,1.22,None
8664,"STOLI GROUP,(USA) LLC      ",11/22/2016,13023,11/11/2016,1/7/2017,5279,"$72,273",354.14,None
8735,SURVILLE ENTERPRISES CORP  ,11/26/2016,12962,11/7/2016,12/28/2016,280,"$2,896",14.77,None
90056,SWEET BABY VINEYARD        ,11/21/2016,12942,11/6/2016,1/5/2017,235,"$1,995",9.37,None
8920,TAKARA SAKE USA INC        ,11/26/2016,12974,11/8/2016,1/4/2017,216,$967,4.55,None
28776,TALL SHIP DISTILLERY LLC   ,11/28/2016,12963,11/7/2016,12/23/2016,70,"$1,500",7.2,None
173357,TAMWORTH DISTILLING        ,11/23/2016,12964,11/7/2016,1/3/2017,92,"$1,738",7.82,None
9819,TREASURY WINE ESTATES      ,11/27/2016,13011,11/10/2016,12/29/2016,8103,"$48,079",216.35,None
8892,TRINCHERO FAMILY ESTATES   ,11/23/2016,13024,11/11/2016,12/28/2016,6494,"$40,135",180.61,None
9260,TY KU LLC                  ,11/26/2016,13012,11/10/2016,1/5/2017,24,$330,1.82,None
9165,ULTRA BEVERAGE COMPANY LLP ,11/23/2016,12975,11/8/2016,1/2/2017,19141,"$297,077",1455.68,Frank Delahunt
90010,VINEXTRA INC               ,11/21/2016,12943,11/6/2016,1/6/2017,114,"$1,107",5.31,None
1587,VINEYARD BRANDS INC        ,11/29/2016,13025,11/11/2016,12/24/2016,2058,"$15,513",76.01,None
90024,VINILANDIA USA             ,11/25/2016,13026,11/11/2016,1/6/2017,1060,"$12,031",62.56,None
1601,VRANKEN AMERICA            ,11/27/2016,13027,11/11/2016,12/29/2016,261,"$4,999",26.49,None
90057,WALPOLE MTN VIEW WINERY    ,11/29/2016,12944,11/6/2016,1/2/2017,48,$558,2.9,None
9622,WEIN BAUER INC             ,11/22/2016,13028,11/11/2016,1/3/2017,23,$439,2.02,None
9625,WESTERN SPIRITS BEVERAGE CO,11/28/2016,12990,11/9/2016,1/6/2017,1506,"$7,314",37.3,None
3664,WILLIAM GRANT & SONS INC   ,11/28/2016,12976,11/8/2016,12/23/2016,5348,"$108,579",488.61,None
9815,WINE GROUP INC             ,11/26/2016,13029,11/11/2016,1/6/2017,18102,"$104,567",470.55,None
90058,ZORVINO VINEYARDS          ,11/24/2016,12945,11/6/2016,12/24/2016,107,$821,4.19,None
60,ADAMBA IMPORTS INTL INC    ,12/5/2016,13105,11/17/2016,1/7/2017,67,"$1,090",5.23,None
105,ALTAMAR BRANDS LLC         ,11/28/2016,13053,11/14/2016,1/13/2017,6,$214,1.16,None
4466,AMERICAN VINTAGE BEVERAGE  ,11/28/2016,13092,11/16/2016,12/30/2016,209,"$2,036",11.2,None
388,ATLANTIC IMPORTING COMPANY ,11/28/2016,13076,11/15/2016,1/8/2017,71,"$1,514",6.81,None
480,BACARDI USA INC            ,11/30/2016,13093,11/16/2016,1/15/2017,23079,"$262,475",1233.63,Frank Delahunt
516,BANFI PRODUCTS CORP        ,12/3/2016,13030,11/13/2016,1/2/2017,3641,"$26,806",134.03,None
1003,BRONCO WINE COMPANY        ,11/28/2016,13031,11/13/2016,1/12/2017,28,$95,0.48,None
1128,BROWN-FORMAN CORP          ,12/3/2016,13077,11/15/2016,1/4/2017,16165,"$226,878",1202.45,None
1189,BULLY BOY DISTILLERS       ,11/28/2016,13054,11/14/2016,1/4/2017,263,"$5,697",30.19,None
1273,CALEDONIA SPIRITS INC      ,12/5/2016,13078,11/15/2016,1/6/2017,114,"$3,467",17.34,None
11567,CAMPARI AMERICA            ,11/30/2016,13079,11/15/2016,1/2/2017,8862,"$71,829",373.51,None
90046,CANDIA VINEYARDS           ,12/5/2016,13122,11/18/2016,1/15/2017,35,$568,2.84,None
1485,CASTLE BRANDS CORP.        ,12/6/2016,13094,11/16/2016,12/31/2016,1550,"$23,454",129,None
4380,CHARLES JACQUIN ET CIE INC ,12/5/2016,13123,11/18/2016,12/31/2016,927,"$6,961",36.2,None
1650,Circa Wines                ,12/1/2016,13124,11/18/2016,1/9/2017,252,"$2,898",13.33,None
1392,CONSTELLATION BRANDS INC   ,11/30/2016,13106,11/17/2016,1/8/2017,38977,"$276,803",1439.38,Frank Delahunt
90047,CRUSH WINES                ,12/6/2016,13125,11/18/2016,1/9/2017,521,"$4,880",21.96,None
2242,DELICATO VINEYARDS INC     ,12/2/2016,13055,11/14/2016,1/12/2017,3684,"$32,540",159.45,None
1590,DIAGEO CHATEAU ESTATE WINES,12/5/2016,13126,11/18/2016,1/3/2017,4722,"$32,539",149.68,None
3960,DIAGEO NORTH AMERICA INC   ,12/5/2016,13032,11/13/2016,12/30/2016,89252,"$805,481",4027.4,Frank Delahunt
2555,DISARONNO INTERNATIONAL LLC,11/30/2016,13107,11/17/2016,1/15/2017,1898,"$21,579",116.53,None
2450,DJINN SPIRITS LLC          ,12/5/2016,13056,11/14/2016,1/15/2017,96,"$1,670",9.19,None
2496,DUGGANS DISTILLED PRODUCTS ,11/30/2016,13108,11/17/2016,12/29/2016,227,"$3,108",15.54,None
3252,E & J GALLO WINERY         ,11/28/2016,13127,11/18/2016,1/8/2017,37969,"$249,822",1149.18,None
2561,EDRINGTON AMERICAS         ,12/1/2016,13033,11/13/2016,12/29/2016,1563,"$43,132",228.6,None
1655,FABRIZIA SPIRITS LLC       ,12/6/2016,13095,11/16/2016,1/8/2017,1120,"$14,605",65.72,None
17031,FLAG HILL WINERY & VINEYARD,12/4/2016,13080,11/15/2016,1/3/2017,437,"$6,827",32.09,None
90011,FORTUNE WINE BROKERS LLC   ,12/1/2016,13034,11/13/2016,12/31/2016,101,$878,4.13,None
9744,FREDERICK WILDMAN & SONS   ,11/29/2016,13035,11/13/2016,1/9/2017,1209,"$16,203",81.02,None
90051,FULCHINO VINEYARD INC      ,11/30/2016,13109,11/17/2016,1/4/2017,12,$121,0.57,None
90052,HAUNTING WHISPER VYDS      ,12/5/2016,13057,11/14/2016,1/4/2017,35,$289,1.42,None
3924,HEAVEN HILL DISTILLERIES   ,12/2/2016,13110,11/17/2016,1/15/2017,5235,"$42,002",210.01,None
3950,"HOOD RIVER DISTILLERS, Inc.",12/5/2016,13036,11/13/2016,1/2/2017,12,$259,1.35,None
90053,INCREDIBREW INC            ,12/5/2016,13096,11/16/2016,1/14/2017,48,$418,2,None
17032,JEWELL TOWNE VINEYARDS     ,11/29/2016,13097,11/16/2016,1/2/2017,120,$948,4.55,None
12546,JIM BEAM BRANDS COMPANY    ,12/2/2016,13111,11/17/2016,1/13/2017,43327,"$421,205",2063.91,Frank Delahunt
4550,KLIN SPIRITS LLC           ,11/30/2016,13112,11/17/2016,1/1/2017,97,"$1,507",7.69,None
4692,KOBRAND CORPORATION        ,12/4/2016,13058,11/14/2016,1/4/2017,2595,"$33,805",155.5,None
90032,LABELLE VYDS AND WINERY    ,12/1/2016,13059,11/14/2016,1/1/2017,212,"$2,278",10.25,None
4848,LAIRD & CO                 ,12/4/2016,13037,11/13/2016,1/8/2017,446,"$4,309",19.39,None
4950,LATITUDE BEVERAGE COMPANY  ,12/5/2016,13060,11/14/2016,1/7/2017,851,"$5,105",26.04,None
8352,LUXCO INC                  ,12/1/2016,13061,11/14/2016,1/6/2017,4338,"$35,540",170.59,None
9552,M S WALKER INC             ,12/4/2016,13062,11/14/2016,12/31/2016,25076,"$205,078",1127.93,None
10000,MAJESTIC FINE WINES        ,11/28/2016,13081,11/15/2016,1/13/2017,8712,"$68,209",341.04,None
5270,MANGO BOTTLING INC         ,12/3/2016,13128,11/18/2016,1/6/2017,283,"$1,992",10.96,None
5455,MARSALLE COMPANY           ,11/29/2016,13038,11/13/2016,1/1/2017,149,"$3,920",17.64,None
4425,MARTIGNETTI COMPANIES,12/5/2016,13039,11/13/2016,1/2/2017,56538,"$631,921",3349.18,Frank Delahunt
5992,MCCORMICK DISTILLING CO    ,12/5/2016,13113,11/17/2016,1/13/2017,408,"$5,021",25.11,None
6213,MHW LTD                    ,12/6/2016,13063,11/14/2016,1/10/2017,4034,"$29,138",145.69,None
8112,MOET HENNESSY USA INC      ,12/5/2016,13129,11/18/2016,12/30/2016,7155,"$136,691",724.46,None
6215,MOONLIGHT MEADERY          ,11/30/2016,13098,11/16/2016,1/10/2017,107,$963,5.1,None
6355,NICHE W & S                ,12/3/2016,13099,11/16/2016,1/4/2017,88,"$1,563",7.34,None
6359,OLE SMOKY DISTILLERY LLC   ,12/4/2016,13064,11/14/2016,1/2/2017,4882,"$11,880",55.84,None
6785,PALM BAY INTERNATIONAL INC ,11/28/2016,13100,11/16/2016,1/5/2017,7598,"$55,149",270.23,None
6830,PARK STREET IMPORTS LLC    ,12/6/2016,13082,11/15/2016,1/14/2017,110,"$1,733",7.8,None
10754,PERFECTA WINES             ,11/28/2016,13101,11/16/2016,1/12/2017,9938,"$119,589",621.86,None
17035,PERNOD RICARD USA          ,11/29/2016,13083,11/15/2016,1/15/2017,25424,"$374,567",1910.29,Frank Delahunt
9206,PHILLIPS PRODUCTS CO.      ,11/30/2016,13130,11/18/2016,1/11/2017,577,"$6,520",29.34,None
7153,PINE STATE TRADING CO      ,11/28/2016,13065,11/14/2016,1/1/2017,6433,"$48,779",224.38,None
90027,POVERTY LANE ORCHARDS      ,11/28/2016,13084,11/15/2016,1/12/2017,189,"$1,503",7.21,None
7154,PREMIER DISTRIBUTORS       ,11/29/2016,13040,11/13/2016,1/6/2017,207,"$3,094",13.92,None
7240,"PREMIUM PORT WINES, INC.   ",12/4/2016,13085,11/15/2016,1/6/2017,232,"$1,638",7.53,None
7245,PROXIMO SPIRITS INC.       ,12/5/2016,13066,11/14/2016,1/5/2017,8629,"$92,957",501.97,None
7255,PSP WINES ,11/29/2016,13114,11/17/2016,1/3/2017,433,"$3,192",14.68,None
7239,REMY COINTREAU USA INC     ,12/2/2016,13115,11/17/2016,1/6/2017,2584,"$80,319",361.43,None
10050,Russian Standard Vodka     ,11/28/2016,13041,11/13/2016,12/31/2016,87,"$1,271",6.1,None
8004,SAZERAC CO INC             ,12/2/2016,13042,11/13/2016,1/12/2017,25385,"$174,893",856.98,None
660,SAZERAC NORTH AMERICA INC. ,12/2/2016,13116,11/17/2016,12/31/2016,8347,"$59,892",317.43,None
17033,SEA BREEZE CELLARS LLC     ,11/29/2016,13043,11/13/2016,1/1/2017,417,"$8,224",45.23,None
8150,SEA HAGG DISTILLERY LLC    ,12/6/2016,13044,11/13/2016,12/30/2016,707,"$9,322",41.95,None
98450,Serralles Usa LLC          ,11/29/2016,13067,11/14/2016,1/14/2017,140,"$1,992",10.36,None
8320,SHAW ROSS INT L IMP LTD    ,12/6/2016,13045,11/13/2016,1/4/2017,1238,"$11,288",57.57,None
3089,SIDNEY FRANK IMPORTING CO  ,11/30/2016,13068,11/14/2016,1/9/2017,2669,"$25,435",124.63,None
28750,SMOKY QUARTZ DISTILLERY LLC,11/29/2016,13131,11/18/2016,1/12/2017,31,$669,3.34,None
2000,SOUTHERN GLAZERS W&S OF NE ,11/30/2016,13086,11/15/2016,1/9/2017,514,"$7,257",34.83,None
2000,SOUTHERN WINE & SPIRITS NE ,12/1/2016,13046,11/13/2016,1/14/2017,7085,"$66,862",307.56,None
99166,STARK BREWING COMPANY      ,12/3/2016,13047,11/13/2016,1/1/2017,48,"$1,028",5.24,None
653,STATE WINE & SPIRITS   ,12/2/2016,13117,11/17/2016,1/5/2017,2681,"$31,652",161.42,None
8673,STE MICHELLE WINE ESTATES  ,12/6/2016,13132,11/18/2016,1/4/2017,8709,"$65,282",352.52,None
12331,STELLAR IMPORTING CO LLC   ,12/3/2016,13118,11/17/2016,1/12/2017,60,$441,2.21,None
8664,"STOLI GROUP,(USA) LLC      ",12/2/2016,13133,11/18/2016,1/8/2017,4288,"$56,176",286.5,None
8735,SURVILLE ENTERPRISES CORP  ,12/2/2016,13119,11/17/2016,1/6/2017,120,"$1,260",5.8,None
90056,SWEET BABY VINEYARD        ,12/1/2016,13069,11/14/2016,1/3/2017,141,"$1,183",6.27,None
8920,TAKARA SAKE USA INC        ,12/4/2016,13048,11/13/2016,1/11/2017,136,$618,2.9,None
28776,TALL SHIP DISTILLERY LLC   ,12/6/2016,13070,11/14/2016,1/7/2017,34,$747,3.88,None
173357,TAMWORTH DISTILLING        ,12/5/2016,13071,11/14/2016,1/4/2017,18,$338,1.72,None
90017,THE IMPORTED GRAPE LLC     ,11/30/2016,13120,11/17/2016,1/6/2017,48,$632,3.1,None
90037,THE PIERPONT GROUP LLC     ,11/30/2016,13102,11/16/2016,1/7/2017,48,$326,1.7,None
9819,TREASURY WINE ESTATES      ,12/2/2016,13049,11/13/2016,1/1/2017,7618,"$49,398",237.11,None
8892,TRINCHERO FAMILY ESTATES   ,12/6/2016,13050,11/13/2016,1/1/2017,6041,"$38,258",179.81,None
9260,TY KU LLC                  ,12/1/2016,13087,11/15/2016,1/9/2017,36,$407,2,None
9165,ULTRA BEVERAGE COMPANY LLP ,11/30/2016,13088,11/15/2016,1/4/2017,17079,"$218,095",1025.05,None
6280,UNCORKED       ,11/30/2016,13072,11/14/2016,1/14/2017,24,$353,1.91,None
90010,VINEXTRA INC               ,12/4/2016,13073,11/14/2016,1/3/2017,335,"$7,098",39.04,None
1587,VINEYARD BRANDS INC        ,12/6/2016,13074,11/14/2016,1/13/2017,3449,"$32,782",147.52,None
1587,VINEYARD BRANDS LLC        ,12/5/2016,13089,11/15/2016,1/15/2017,192,"$6,497",29.88,None
90024,VINILANDIA USA             ,12/4/2016,13075,11/14/2016,1/13/2017,812,"$8,681",46.01,None
1601,VRANKEN AMERICA            ,12/5/2016,13051,11/13/2016,1/13/2017,217,"$4,048",19.43,None
90057,WALPOLE MTN VIEW WINERY    ,12/6/2016,13121,11/17/2016,1/9/2017,24,$254,1.27,None
9622,WEIN BAUER INC             ,11/28/2016,13090,11/15/2016,1/8/2017,80,"$1,280",6.91,None
9625,WESTERN SPIRITS BEVERAGE CO,12/2/2016,13103,11/16/2016,1/11/2017,643,"$5,490",28.55,None
3664,WILLIAM GRANT & SONS INC   ,11/29/2016,13104,11/16/2016,12/29/2016,5026,"$108,141",529.89,None
9815,WINE GROUP INC             ,12/3/2016,13052,11/13/2016,1/1/2017,16459,"$94,940",522.17,None
90058,ZORVINO VINEYARDS          ,12/3/2016,13091,11/15/2016,1/6/2017,113,$892,4.64,None
54,AAPER ALCOHOL & CHEMICAL CO,12/6/2016,13168,11/22/2016,1/18/2017,1,$105,0.48,None
60,ADAMBA IMPORTS INTL INC    ,12/8/2016,13189,11/23/2016,1/22/2017,112,"$1,822",8.38,None
4466,AMERICAN VINTAGE BEVERAGE  ,12/6/2016,13134,11/20/2016,1/18/2017,305,"$3,019",15.7,None
287,APPOLO VINEYARDS LLC       ,12/9/2016,13156,11/21/2016,1/10/2017,12,$126,0.65,None
388,ATLANTIC IMPORTING COMPANY ,12/10/2016,13200,11/24/2016,1/16/2017,16,$340,1.74,None
480,BACARDI USA INC            ,12/6/2016,13220,11/25/2016,1/11/2017,31602,"$364,838",1787.7,Frank Delahunt
516,BANFI PRODUCTS CORP        ,12/7/2016,13135,11/20/2016,1/21/2017,4409,"$33,512",150.8,None
90059,BLACK COVE BEVERAGES       ,12/6/2016,13157,11/21/2016,1/20/2017,36,$567,2.66,None
1003,BRONCO WINE COMPANY        ,12/13/2016,13136,11/20/2016,1/17/2017,12,$74,0.35,None
1128,BROWN-FORMAN CORP          ,12/8/2016,13137,11/20/2016,1/21/2017,20937,"$287,165",1349.67,Frank Delahunt
1189,BULLY BOY DISTILLERS       ,12/8/2016,13169,11/22/2016,1/11/2017,125,"$2,748",13.74,None
1273,CALEDONIA SPIRITS INC      ,12/13/2016,13221,11/25/2016,1/9/2017,130,"$3,940",20.88,None
11567,CAMPARI AMERICA            ,12/9/2016,13158,11/21/2016,1/18/2017,10952,"$93,326",475.96,None
90046,CANDIA VINEYARDS           ,12/10/2016,13201,11/24/2016,1/16/2017,84,"$1,266",5.7,None
1485,CASTLE BRANDS CORP.        ,12/10/2016,13170,11/22/2016,1/19/2017,1795,"$25,942",119.33,None
2876,CENTEUR IMPORTS LLC        ,12/10/2016,13171,11/22/2016,1/16/2017,12,$109,0.58,None
4380,CHARLES JACQUIN ET CIE INC ,12/6/2016,13172,11/22/2016,1/12/2017,864,"$6,422",33.4,None
1650,Circa Wines                ,12/10/2016,13138,11/20/2016,1/16/2017,192,"$2,011",11.06,None
1392,CONSTELLATION BRANDS INC   ,12/7/2016,13173,11/22/2016,1/17/2017,58945,"$417,494",2212.72,Frank Delahunt
90047,CRUSH WINES                ,12/6/2016,13222,11/25/2016,1/15/2017,376,"$3,939",20.09,None
2242,DELICATO VINEYARDS INC     ,12/9/2016,13202,11/24/2016,1/10/2017,3839,"$32,753",163.76,None
1590,DIAGEO CHATEAU ESTATE WINES,12/12/2016,13139,11/20/2016,1/12/2017,8207,"$59,583",291.96,None
3960,DIAGEO NORTH AMERICA INC   ,12/7/2016,13190,11/23/2016,1/16/2017,116491,"$1,319,063",6331.5,Frank Delahunt
2555,DISARONNO INTERNATIONAL LLC,12/6/2016,13203,11/24/2016,1/7/2017,2899,"$40,110",200.55,None
2450,DJINN SPIRITS LLC          ,12/12/2016,13174,11/22/2016,1/14/2017,47,$837,4.02,None
2496,DUGGANS DISTILLED PRODUCTS ,12/9/2016,13204,11/24/2016,1/19/2017,161,"$2,346",11.96,None
3252,E & J GALLO WINERY         ,12/5/2016,13159,11/21/2016,1/9/2017,56089,"$355,718",1849.73,Frank Delahunt
2561,EDRINGTON AMERICAS         ,12/8/2016,13205,11/24/2016,1/9/2017,1509,"$41,363",202.68,None
1655,FABRIZIA SPIRITS LLC       ,12/10/2016,13175,11/22/2016,1/22/2017,503,"$6,224",30.5,None
17031,FLAG HILL WINERY & VINEYARD,12/11/2016,13140,11/20/2016,1/16/2017,609,"$7,042",35.21,None
90011,FORTUNE WINE BROKERS LLC   ,12/10/2016,13191,11/23/2016,1/7/2017,100,"$1,028",5.14,None
9744,FREDERICK WILDMAN & SONS   ,12/8/2016,13192,11/23/2016,1/15/2017,1339,"$14,507",79.79,None
90051,FULCHINO VINEYARD INC      ,12/5/2016,13141,11/20/2016,1/9/2017,12,$121,0.64,None
3551,GILMANTON WINERY & VINEYARD,12/6/2016,13160,11/21/2016,1/20/2017,24,$252,1.16,None
3924,HEAVEN HILL DISTILLERIES   ,12/9/2016,13206,11/24/2016,1/7/2017,5807,"$43,257",194.66,None
90053,INCREDIBREW INC            ,12/5/2016,13176,11/22/2016,1/17/2017,48,$416,2,None
17032,JEWELL TOWNE VINEYARDS     ,12/8/2016,13207,11/24/2016,1/5/2017,160,"$1,340",6.17,None
12546,JIM BEAM BRANDS COMPANY    ,12/12/2016,13177,11/22/2016,1/7/2017,55538,"$529,168",2857.51,Frank Delahunt
4550,KLIN SPIRITS LLC           ,12/13/2016,13142,11/20/2016,1/20/2017,126,"$1,977",9.09,None
4692,KOBRAND CORPORATION        ,12/8/2016,13143,11/20/2016,1/12/2017,3098,"$43,174",198.6,None
90032,LABELLE VYDS AND WINERY    ,12/13/2016,13223,11/25/2016,1/5/2017,569,"$6,035",31.38,None
4848,LAIRD & CO                 ,12/5/2016,13224,11/25/2016,1/9/2017,430,"$4,765",25.26,None
4950,LATITUDE BEVERAGE COMPANY  ,12/10/2016,13178,11/22/2016,1/9/2017,1174,"$7,146",34.3,None
8352,LUXCO INC                  ,12/12/2016,13208,11/24/2016,1/9/2017,5445,"$54,825",301.54,None
9552,M S WALKER INC             ,12/11/2016,13209,11/24/2016,1/15/2017,46468,"$333,610",1501.24,Frank Delahunt
10000,MAJESTIC FINE WINES        ,12/12/2016,13161,11/21/2016,1/22/2017,15585,"$129,512",673.46,None
5270,MANGO BOTTLING INC         ,12/13/2016,13193,11/23/2016,1/8/2017,419,"$3,042",16.73,None
5455,MARSALLE COMPANY           ,12/11/2016,13210,11/24/2016,1/17/2017,257,"$6,369",33.12,None
4425,MARTIGNETTI COMPANIES,12/10/2016,13144,11/20/2016,1/11/2017,80037,"$815,171",4157.37,Frank Delahunt
5992,MCCORMICK DISTILLING CO    ,12/9/2016,13145,11/20/2016,1/10/2017,439,"$4,887",22.97,None
6213,MHW LTD                    ,12/13/2016,13211,11/24/2016,1/22/2017,4450,"$47,185",245.36,None
8112,MOET HENNESSY USA INC      ,12/10/2016,13162,11/21/2016,1/7/2017,11878,"$253,288",1342.43,Frank Delahunt
6215,MOONLIGHT MEADERY          ,12/7/2016,13163,11/21/2016,1/19/2017,120,"$1,082",5.09,None
6355,NICHE W & S                ,12/13/2016,13194,11/23/2016,1/19/2017,144,"$2,524",12.37,None
6359,OLE SMOKY DISTILLERY LLC   ,12/9/2016,13225,11/25/2016,1/19/2017,5025,"$11,999",56.4,None
6785,PALM BAY INTERNATIONAL INC ,12/6/2016,13164,11/21/2016,1/13/2017,8733,"$61,987",322.33,None
6830,PARK STREET IMPORTS LLC    ,12/6/2016,13165,11/21/2016,1/17/2017,248,"$4,083",20.01,None
10754,PERFECTA WINES             ,12/10/2016,13212,11/24/2016,1/20/2017,10182,"$110,270",540.32,None
17035,PERNOD RICARD USA          ,12/6/2016,13179,11/22/2016,1/7/2017,34803,"$518,613",2800.51,Frank Delahunt
9206,PHILLIPS PRODUCTS CO.      ,12/11/2016,13213,11/24/2016,1/20/2017,878,"$14,613",78.91,None
7153,PINE STATE TRADING CO      ,12/12/2016,13180,11/22/2016,1/12/2017,8297,"$62,821",295.26,None
90027,POVERTY LANE ORCHARDS      ,12/6/2016,13146,11/20/2016,1/15/2017,441,"$3,509",16.85,None
7154,PREMIER DISTRIBUTORS       ,12/5/2016,13214,11/24/2016,1/20/2017,149,"$2,141",11.35,None
